wallet_address,bot_type,confidence,trades,buys,sells,mints_traded,mean_buy_sol,median_hold_sec,mean_cu_price,cluster_size,burst_follow_rate,signature,reasons
BN9Hx8d3UXMtEuYU9JRcka4xpxiuMyUykmRwMh1PVdDa,sybil,0.503,10,5,5,5,0.0191,307.0,666666,28,0.000,Sybil cluster (28 wallets) | 0.0191 SOL avg,Funding cluster: 28 wallets; Micro-buys: 0.0184 SOL median
6fX8KyMsiAZmA4pDcknyDDFRPGEvaXXKARed7EowhyRj,sybil,0.500,3,2,1,2,0.0390,90.3,66667,17,0.000,Sybil cluster (17 wallets) | 0.0390 SOL avg,Funding cluster: 17 wallets
HQiZ9ochdk3DVZ86qvVYauLHijuaZGAVzTuiACzGXDhS,sybil,0.512,15,9,6,4,0.1483,109.9,8333333,25,0.000,Sybil cluster (25 wallets) | 0.1483 SOL avg,Funding cluster: 25 wallets; Concentrated volume: 84.1% in smallest 8 buys
7kYcLuTQhfvugMz9TxCZCh7uvo8rArTY4t5XBwN98KxM,sybil,0.500,5,3,2,3,0.1712,309.4,1000000,26,0.000,Sybil cluster (26 wallets) | 0.1712 SOL avg,Funding cluster: 26 wallets
2owQYtveAXf2v5sKSMSnLMFN47zhF6AdNWRTbSQLPtx7,sybil,0.509,19,15,4,7,0.0728,53.9,1000000,14,0.000,Sybil cluster (14 wallets) | 0.0728 SOL avg,Funding cluster: 14 wallets
7s4X4stkYoT3auay43FWH7HtVNJ7znkJ5SdjQE9kyzjP,metric_bot,0.522,12,5,7,1,0.1000,5.6,333333,3,0.600,Metric bot (60% burst-triggered) | 6s hold,Template CU: variance=0; Fast flips: 5.6s median hold
52irNQ1vmCLC2cEaxhEMJjTgdetxopuVebqWQiYsD6TE,sybil,0.500,3,2,1,1,0.1124,2929.1,6666666,47,0.000,Sybil cluster (47 wallets) | 0.1124 SOL avg,Funding cluster: 31 wallets
6RV1gK6eDm3asJZRqB5zCVpxLsEZdq4HnRdPjGwkEabv,metric_bot,0.519,11,6,5,4,0.0872,289.1,3282827,6,0.833,Metric bot (83% burst-triggered) | 289s hold,Burst-triggered: 5/6 buys after bursts
9emvBEmKvgyC6mzif2UVJo2BXVKcRuNz2cEoK5SaToUG,sybil,0.500,3,2,1,1,0.2675,1160.8,6365008,10,0.000,Sybil cluster (10 wallets) | 0.2675 SOL avg,Funding cluster: 9 wallets
36phTSjvdEKU7CHzkWeuRGxB59anBjNWCxaNm35ZXHwT,sybil,0.500,4,2,2,2,0.1277,472.8,400000,13,0.000,Sybil cluster (13 wallets) | 0.1277 SOL avg,Funding cluster: 13 wallets
8Ro4XQtP7jZBSFEhF8Yx3j55ohEBpdWBS5ybX8rAxN9h,deployer,1.000,4,4,0,1,0.2450,0.0,7112068,1,0.000,Deployer (1 tokens),Created 1 token(s)
2FxDfAhA6JCBYg6ZSCeYVypwsnbuvhaBnDzLQRUMVD1z,deployer,1.000,4,2,2,1,0.2469,72.8,7112068,2,0.000,Deployer (1 tokens),Created 1 token(s)
4exNaY8brvixqdQ2pBqNNiXJri5hV8pC62zPf3GCaFex,early_exit,0.732,15,5,10,5,0.3042,2.1,10000,4,0.000,Early exit | 2s median hold,First seller: 10/10 times; Quick exits: 2.1s median
GYKhnErdv3yYimi2zwPhjfqKaEpBotqKa7juNkB5ocSQ,sybil,0.501,40,39,1,1,0.0202,1998.9,2616666,24,0.000,Sybil cluster (24 wallets) | 0.0202 SOL avg,Funding cluster: 24 wallets
CreNzASbwZJYaRTJnMWGsEqdwMxJfvU1zngCY9YHLK9b,sybil,0.513,3,2,1,1,0.0131,797.4,146908,12,0.000,Sybil cluster (12 wallets) | 0.0131 SOL avg,Funding cluster: 12 wallets; Micro-buys: 0.0131 SOL median
Fw8YaojNqFZoZCwM66z7ALd1FYio94RjGzJUiKmH7WjC,metric_bot,0.557,6,3,3,2,0.5009,105.0,1021668,6,0.667,Metric bot (67% burst-triggered) | 105s hold,Template timing: CV=0.08
7m29ffS5oeerpxhSSBuwfj3PDSuDEpLpjkTVRtTYK6qR,metric_bot,0.557,6,3,3,2,0.5270,105.0,977363,6,0.667,Metric bot (67% burst-triggered) | 105s hold,Template timing: CV=0.08
AS8o55CYAYSG27bGz4H2inAWYGZn5QoquJVCTUca5R1D,metric_bot,0.549,7,5,2,2,0.9539,321.4,666666,4,1.000,Metric bot (100% burst-triggered) | 321s hold,Burst-triggered: 5/5 buys after bursts; Template CU: variance=0
7MpQJZcjFqVhDkT3NW7ug9irMcoofXoK5LQGaF3MNzDU,deployer,1.000,1,1,0,1,0.0010,0.0,200000,1,0.000,Deployer (1 tokens),Created 1 token(s)
6kx3y5zctvSRFVXcgvgYVrEjffFTGEntpGoPMqLMkbkQ,sybil,0.500,4,2,2,2,0.3500,164.5,5915947,21,0.000,Sybil cluster (21 wallets) | 0.3500 SOL avg,Funding cluster: 21 wallets
5H5FAJrjgZGnVea1meyzcKpp16TFuuZLuN8kaCYhRzb8,sybil,0.500,4,2,2,2,0.3077,154.5,7532327,11,0.000,Sybil cluster (11 wallets) | 0.3077 SOL avg,Funding cluster: 11 wallets
HBJssa3YooFKbSkaFCXZKpaGZC9wToTBVBnjemtFGkxW,metric_bot,0.505,7,5,2,4,0.5347,141.0,232823,1,0.400,Metric bot (40% burst-triggered) | 141s hold,Consistent delay: std=0.05s
GLy1553e6NhwX3P52CmvwK7g8JxP7G3VXiTpio1EQ4Uw,sybil,0.500,3,2,1,1,0.5622,2408.3,6666666,28,0.000,Sybil cluster (28 wallets) | 0.5622 SOL avg,Funding cluster: 28 wallets
4DmFvnMbLdNv8bgE9JszRrTUdySQFTzQMQhLGg6dqrh4,sybil,0.537,137,1,136,1,0.0001,1.1,666,21,0.000,Sybil cluster (21 wallets) | 0.0001 SOL avg,Funding cluster: 19 wallets; Micro-buys: 0.0001 SOL median
7aFS58FS8MzG8TfFYbmo78i1ndgaU5ezqY4ykkhqW5Qi,sybil,0.500,3,2,1,1,0.0982,401.7,200000,16,0.000,Sybil cluster (16 wallets) | 0.0982 SOL avg,Funding cluster: 16 wallets
AGEDoPx2Ek2h96rRLu9eAtysFVBh2KjbRURrVVKyeW5p,metric_bot,0.505,12,6,6,4,0.9344,388.4,34102566,3,0.167,Metric bot (17% burst-triggered) | 388s hold,
5XvRrfXa7SYxc9NKpRojTKuqRTEaQgE76Xp7WEHtDmK6,sybil,0.500,16,7,9,5,0.8871,236.8,42451924,9,0.000,Sybil cluster (9 wallets) | 0.8871 SOL avg,Funding cluster: 9 wallets
FAMBL4zdez7EGgiYGAU3gRojPszAn165SwUT5Utce3jF,sybil,0.500,6,4,2,3,0.2884,1375.1,2666666,20,0.000,Sybil cluster (20 wallets) | 0.2884 SOL avg,Funding cluster: 20 wallets
HWi4c4fV2A3N6i7bbWR2kVTyzd7QrRKx8yeWj27Mpcaf,metric_bot,0.515,7,3,4,4,0.2607,366.2,99047618,1,0.667,Metric bot (67% burst-triggered) | 366s hold,
9nX2rghCHWgRiU7KYoXgARfp4xuhGn6UmzgEvyztqLik,sybil,0.500,8,4,4,4,0.0216,175.4,75000,21,0.000,Sybil cluster (21 wallets) | 0.0216 SOL avg,Funding cluster: 21 wallets
BwgqiC7qfeh7jNYZKWBAKiZoCCopG577EcotMP9r54tH,deployer,1.000,13,5,8,5,1.4222,22.7,4613776,1,0.000,Deployer (5 tokens),Created 5 token(s)
7ffTVdyk2kSPzKGzCtrW5udVubkmVhK6GCtXPovGVyh7,metric_bot,0.521,6,3,3,3,0.0430,2974.3,2725290,1,0.333,Metric bot (33% burst-triggered) | 2974s hold,Template timing: CV=0.34; Consistent delay: std=0.00s
6Q8zdcZS4kmp9YDpbwEHuXjwerqmgiQL4eCUmk1zUGCK,sybil,0.501,5,4,1,2,0.0367,419.0,2666666,17,0.000,Sybil cluster (17 wallets) | 0.0367 SOL avg,Funding cluster: 17 wallets; Micro-buys: 0.0196 SOL median
2HFuBb6C5M79YQSQBUC9MEofC3eF9fJPCbutKXrK7zVY,metric_bot,0.513,11,5,6,6,0.0248,1785.1,247510,1,0.400,Metric bot (40% burst-triggered) | 1785s hold,
4pDb8rRNL6GkFjtD89atLb6tPSsEjRGwkDAnxtwc6238,metric_bot,0.501,10,6,4,3,0.5000,144.1,366188,6,0.333,Metric bot (33% burst-triggered) | 144s hold,
9WUHXPKXwmNL4S5riSTzxuHEiNdS4wuVaebAshxSyZdX,sybil,0.500,13,7,6,7,0.0602,559.2,666666,11,0.000,Sybil cluster (11 wallets) | 0.0602 SOL avg,Funding cluster: 11 wallets
GUuBV7ew2By69baGGA4EWcm9PftKq2ahR6utTDiopw4h,sybil,0.500,10,6,4,6,0.0349,592.8,284932,11,0.000,Sybil cluster (11 wallets) | 0.0349 SOL avg,Funding cluster: 11 wallets
BgiH2A4ATwDSBQetPWu8BEDrEZRCgzoLsG3W1A7TacV3,metric_bot,0.549,6,3,3,3,0.1956,69.1,13333333,1,1.000,Metric bot (100% burst-triggered) | 69s hold,Template CU: variance=0
psxTKNj9kqt3mrdicq5MdHBBiHFCMsTQVa5TsvCW78G,sybil,0.500,3,1,2,2,0.0198,298.3,16729869,11,0.000,Sybil cluster (11 wallets) | 0.0198 SOL avg,Funding cluster: 11 wallets; Micro-buys: 0.0198 SOL median
HeExW3nUGCUZDGf4EtGucpeNeKaDimNVbns56sHZ3QrQ,metric_bot,0.526,24,12,12,12,0.0980,4.0,376363,1,0.667,Metric bot (67% burst-triggered) | 4s hold,Burst-triggered: 8/12 buys after bursts; Fast flips: 4.0s median hold
GuoVHkN5qPzmAkcm2VH7ZrASFJQseiEmv9mEK9MuKAX6,metric_bot,0.524,24,12,12,12,0.0490,4.1,362651,1,0.667,Metric bot (67% burst-triggered) | 4s hold,Burst-triggered: 8/12 buys after bursts; Fast flips: 4.1s median hold
BrL7SEnNXrNUVrHtJVeBxoQqwCS5huXoRTbM2zMWfpkk,sybil,0.500,9,6,3,2,0.0588,166.4,1000000,22,0.000,Sybil cluster (22 wallets) | 0.0588 SOL avg,Funding cluster: 22 wallets
AK19agBEzztTsTWpebcqwwGAaEiBUFbF7LeUWD1SKJei,deployer,1.000,15,6,9,8,0.0121,44.0,940000,1,0.000,Deployer (8 tokens),Created 1 token(s)
i41WYQhvK12hgZfiB9XsbxtyAnZHVn82PaoexAA8HVR,sybil,0.500,12,6,6,3,0.0489,19.8,533333,11,0.000,Sybil cluster (11 wallets) | 0.0489 SOL avg,Funding cluster: 11 wallets
GXp38PaLBayLEifPhwQR3LVYVAZwSGFqgwuCJD1mBgWv,metric_bot,0.505,10,7,3,3,0.2654,562.8,1666666,7,0.571,Metric bot (57% burst-triggered) | 563s hold,Template CU: variance=0
7PzjxfDYViWj3xyvWbz1Jnh68ZqZqCNoDGAZpQ7UzqLc,sybil,0.500,3,2,1,2,0.0251,106.9,4863332,15,0.000,Sybil cluster (15 wallets) | 0.0251 SOL avg,Funding cluster: 11 wallets
BiBupir1L4B4x5fBuHEw6VgDYXbWdcKsQxtGjsBQ6XP7,sybil,0.500,3,2,1,1,0.2444,2805.6,6666666,24,0.000,Sybil cluster (24 wallets) | 0.2444 SOL avg,Funding cluster: 24 wallets
88CxfzEGd12FxXbQCvGf5zG7KoL9jHgT49FuXT8WHe3o,metric_bot,0.513,8,4,4,4,0.0252,49.8,0,2,0.750,Metric bot (75% burst-triggered) | 50s hold,
CeZbzsqje88U7GCCrAiGUr5BrZrBJ3AkQMyG9aggDiqQ,deployer,1.000,3,1,2,2,4.4444,8.7,9665749,2,0.000,Deployer (2 tokens),Created 1 token(s)
68ye8R1hK5rKic6X27NmZtjF74W7YTfTg2fx42fe4L6W,sybil,0.500,3,3,0,1,0.7982,0.0,53333333,13,0.000,Sybil cluster (13 wallets) | 0.7982 SOL avg,Funding cluster: 13 wallets
Eq8wRBS83Vj8ZDb6jHzNcMNBfSsRZDjQa1rgCZnQrYtd,deployer,1.000,4,2,2,2,1.4590,60.1,200000,1,0.000,Deployer (2 tokens),Created 2 token(s)
DPV1sitzBKgEijSb4ZuojGqRde7Df3e3Vak5WoEeG7n1,sybil,0.500,6,3,3,3,0.1803,502.8,308972,13,0.000,Sybil cluster (13 wallets) | 0.1803 SOL avg,Funding cluster: 13 wallets
5AuDAWYYf1Q2hvmaXgJPxkqQpPpZD5pX79GcqxJpxUfp,deployer,1.000,2,1,1,1,0.4933,200.5,550000,1,0.000,Deployer (1 tokens),Created 1 token(s)
DJT7655sqtNTsk3LbAqYwXNyLo5rM2X5nyrzFRjehdjU,sybil,0.500,13,4,9,4,1.1611,5.3,6666666,13,0.000,Sybil cluster (13 wallets) | 1.1611 SOL avg,Funding cluster: 13 wallets
5U4jPgtNRH7UxBUHaGM3FETuZToWJm2wR5zdrL6n5rYc,metric_bot,0.504,9,8,1,2,0.0926,1252.2,23083344,1,0.125,Metric bot (12% burst-triggered) | 1252s hold,
7GyRBhht1oRDFGmu4u2fufHJ9rgysEmiwWa9wVghXDWL,metric_bot,0.521,15,7,8,7,0.0307,162.8,0,1,0.857,Metric bot (86% burst-triggered) | 163s hold,Burst-triggered: 6/7 buys after bursts
BJj8bCiDELjPqTBi9gWU6V3CWsKLrUQy3oGPExAgDdLV,metric_bot,0.520,22,8,14,8,1.7238,22.0,33333333,5,0.625,Metric bot (62% burst-triggered) | 22s hold,Burst-triggered: 5/8 buys after bursts; Template CU: variance=0; Fast flips: 22.0s median hold
fqZc4DfeYqg7n7j6XhzanTxxGPATBwu2Hc5fDxGqMBi,metric_bot,0.520,22,8,14,8,1.6373,22.0,33333333,7,0.625,Metric bot (62% burst-triggered) | 22s hold,Burst-triggered: 5/8 buys after bursts; Template CU: variance=0; Fast flips: 22.0s median hold
DcZ89qGW779Ke9ytZLY5zna4zvwjEDzWWD5e5BrG8vdv,sybil,0.500,4,2,2,2,0.0518,82.1,0,10,0.000,Sybil cluster (10 wallets) | 0.0518 SOL avg,Funding cluster: 10 wallets
2ZkPCC75dZmzymUm1mrXqSmwVzjpZ8DixtDUB7P5JsPe,metric_bot,0.513,18,9,9,7,0.5160,4.4,1629629,2,0.444,Metric bot (44% burst-triggered) | 4s hold,
EhriCkVbG1dQ9T7bjVm11gwPSE6Zqo4J9JGAjbPG4kdX,deployer,1.000,5,4,1,1,1.0123,188.1,6866666,1,0.000,Deployer (1 tokens),Created 1 token(s)
4xfe4wPRvpVHrwBumFVstY1Z4eg6BLUygmLpjHnaM4Aa,sybil,0.500,8,4,4,4,0.1235,62.0,17504319,10,0.000,Sybil cluster (10 wallets) | 0.1235 SOL avg,Funding cluster: 10 wallets
7RX6hxk91jPi8icyrQyUkW7pbqS8RSnQUngFQogSWh8r,sybil,0.502,32,22,10,12,0.4401,761.6,1000000,10,0.000,Sybil cluster (10 wallets) | 0.4401 SOL avg,Funding cluster: 10 wallets
4eMxKhca7hftBTFMEQTCwv2nT8zWtWHngEdEYSBLJyae,sybil,0.500,4,2,2,1,0.4840,429.0,15822777,17,0.000,Sybil cluster (17 wallets) | 0.4840 SOL avg,Funding cluster: 17 wallets
DivAjxtjEEmzNLhrbLkA1fpSXr3kj8tMuXzYhsQFDRDw,sybil,0.500,7,4,3,3,0.3417,606.8,1045088,9,0.000,Sybil cluster (9 wallets) | 0.3417 SOL avg,Funding cluster: 9 wallets
2AY5DTvbutxCB7iG5hwpvybbkqtTGAVTu9vGrSVB3wbo,sybil,0.509,41,19,22,5,1.7240,46.0,6666666,11,0.000,Sybil cluster (11 wallets) | 1.7240 SOL avg,Funding cluster: 11 wallets
CQervCdE3WAUGRmaTj9NHdbNrNGVsxJb68t3QggcntM2,sybil,0.500,5,3,2,2,0.9330,105.4,36896663,19,0.000,Sybil cluster (19 wallets) | 0.9330 SOL avg,Funding cluster: 19 wallets
AbT3emsRKuw2Wf6j7iSYWEVDHMC5hg3b1ueMDYXkazSY,deployer,1.000,2,1,1,1,0.0988,240.8,6166666,1,0.000,Deployer (1 tokens),Created 1 token(s)
2RnoFA854pgS1EiJuvVc2aScaJD79hQvhH39ThQ9fjKR,deployer,1.000,4,1,3,1,2.6500,2.2,113885,4,0.000,Deployer (1 tokens),Created 1 token(s)
hahaA2GjzZbwgAwwryjmTb8VkmLt68hdZVHhtcpknpT,metric_bot,0.554,5,2,3,2,1.4178,51.9,6666666,6,1.000,Metric bot (100% burst-triggered) | 52s hold,Template CU: variance=0
7qZ79cmrdknuK4gTmf7JXhDX4yJpSrZ8kYjGatWdB8bQ,sybil,0.500,4,2,2,2,0.1101,2152.9,6648,9,0.000,Sybil cluster (9 wallets) | 0.1101 SOL avg,Funding cluster: 8 wallets
BX6mHBeTRC7NLKmeevE8VHfL3PByCKX6xzkfjAFPcmfA,sybil,0.500,5,3,2,3,0.3951,65.3,3907876,20,0.000,Sybil cluster (20 wallets) | 0.3951 SOL avg,Funding cluster: 20 wallets
5FkzoYFk3qyFuPVia8X5Ko6ncJLd7hU9BkEhKVoq6voJ,sybil,0.500,3,1,2,1,1.0357,46.7,126786,13,0.000,Sybil cluster (13 wallets) | 1.0357 SOL avg,Funding cluster: 12 wallets
HQR417i7YR5gGThwvwRZxE2LUVCAkGEVX5rMnJZNfBw7,sybil,0.500,3,1,2,1,1.0309,44.5,126786,22,0.000,Sybil cluster (22 wallets) | 1.0309 SOL avg,Funding cluster: 12 wallets
56HWfRxUBH9b7tHcRfGKSDLc7BxPAEJNAt6Rx4dhhaSa,sybil,0.500,7,4,3,3,0.0492,1102.5,166336,15,0.000,Sybil cluster (15 wallets) | 0.0492 SOL avg,Funding cluster: 15 wallets
81BAXb4Te9eXGmtNbugFSe5uct7o3zgeVofvgvPbN2Tq,sybil,0.500,4,2,2,2,0.0988,997.8,13331922,22,0.000,Sybil cluster (22 wallets) | 0.0988 SOL avg,Funding cluster: 22 wallets
7ue4mXVsBTqN5Su5j8JS99UhZuApVBgVuVz21Ubs3p1D,sybil,0.512,11,8,3,2,0.4008,399.6,4312371,26,0.000,Sybil cluster (26 wallets) | 0.4008 SOL avg,Funding cluster: 26 wallets; Concentrated volume: 100.0% in smallest 8 buys
8xhKqwyZ5WcxZNJVdXocjhMAVYwLGka2SYv2Nbq54Pis,deployer,1.000,9,5,4,5,0.0366,196.7,6442002,11,0.000,Deployer (5 tokens),Created 3 token(s)
D7JxC6UrpLDMhVaV9SGwQdJvtxt3iXWxXjracaK6j23C,sybil,0.503,133,69,64,37,0.0192,24.0,36666,22,0.000,Sybil cluster (22 wallets) | 0.0192 SOL avg,Funding cluster: 22 wallets; Micro-buys: 0.0196 SOL median
8ufCFe2EkM5mez5UeyXR9f9au3HXXjitRTBQiqaWmjEq,deployer,1.000,4,3,1,1,1.6790,869.5,6527777,1,0.000,Deployer (1 tokens),Created 1 token(s)
EFJWrBF7f32Kujurz41JQLKvatqWFzrJqsP9jGZ857EX,deployer,1.000,2,1,1,1,0.0988,7.0,4833380,1,0.000,Deployer (1 tokens),Created 1 token(s)
9PZDB9eYkM1Dj6TNkLKq6ULrpERAwjHXXXzhSfcPXvHF,sybil,0.500,4,2,2,2,0.1470,16.3,19379586,21,0.000,Sybil cluster (21 wallets) | 0.1470 SOL avg,Funding cluster: 18 wallets
9dyY5ZLgu3Q8LasFvTN11sXrtoTyfKAwXRHNEJCfhmMq,sybil,0.500,4,2,2,2,0.1133,1.0,2000000,15,0.000,Sybil cluster (15 wallets) | 0.1133 SOL avg,Funding cluster: 9 wallets
5FQY5x2rQmeEy5GZGziNHb2pciRuo6bPMEFrXp7uE9yx,sybil,0.533,7,6,1,1,0.0063,254.3,10000000,8,0.000,Sybil cluster (8 wallets) | 0.0063 SOL avg,Funding cluster: 8 wallets; Micro-buys: 0.0022 SOL median
8Z1ibmoGLZ9nZHWb8wzXahg1MvKMYqUHsD4m5BfAXV2j,sybil,0.500,4,1,3,2,0.0881,140.6,1373316,20,0.000,Sybil cluster (20 wallets) | 0.0881 SOL avg,Funding cluster: 20 wallets
E2V9RZzjUjzd1ibhM18dENG84Yrn8CXquUW18CVmotjx,sybil,0.501,5,5,0,1,0.0235,0.0,1050124,30,0.000,Sybil cluster (30 wallets) | 0.0235 SOL avg,Funding cluster: 30 wallets; Micro-buys: 0.0196 SOL median
EYSkHaMgSJp6ZRiqoFTkBnqSwtTTQ5eWppRKAqFEY1HQ,sybil,0.500,4,2,2,2,1.0804,47.0,1666666,16,0.000,Sybil cluster (16 wallets) | 1.0804 SOL avg,Funding cluster: 11 wallets
EPuC8YZjbJiTa1Q9Ftd5fGReVFpZ3UB2ZmPuwQn42QwX,deployer,1.000,5,5,0,1,0.0730,0.0,6884913,4,0.000,Deployer (1 tokens),Created 1 token(s)
AU916CLSxDSRWau58cPw9z9DuqBUv1P1yfZtsa5BBdgf,sybil,0.500,8,5,3,2,0.5519,220.5,70389,9,0.000,Sybil cluster (9 wallets) | 0.5519 SOL avg,Funding cluster: 9 wallets
AtZ2UeT2sQt8rYpavEYhEDP3oHeLe4rjcznSrGm5pjFM,deployer,1.000,12,4,8,4,1.4915,11.6,44309745,10,0.000,Deployer (4 tokens),Created 3 token(s)
HxDJYfzB84wa2mP13ZqFrbhgJjrdvERqW2JGPGAG9FVc,sybil,0.500,3,1,2,3,0.0788,0.0,1000000,10,0.000,Sybil cluster (10 wallets) | 0.0788 SOL avg,Funding cluster: 10 wallets
5hVbgVHeiJNHJ27M7JEUoPPLqzb4nzw1HUvfPebG5rmZ,sybil,0.500,4,2,2,1,0.2000,2114.1,1080,31,0.000,Sybil cluster (31 wallets) | 0.2000 SOL avg,Funding cluster: 31 wallets
8Ym6p9DMjGSdcnxg1GeMFoHEqB4QXsww68soxnWvWj9c,deployer,1.000,2,1,1,1,0.9877,221.0,5424432,1,0.000,Deployer (1 tokens),Created 1 token(s)
Gb8hF3dex5XsDYMFThaCUvLQngshMJbKuU4fc9PjiVp1,sybil,0.500,7,0,7,7,0.0000,0.0,20000000,16,0.000,Sybil cluster (16 wallets) | 0.0000 SOL avg,Funding cluster: 16 wallets; Micro-buys: 0.0200 SOL median
ijm6unhXHM2qkvhcP911X3RUcM5ooqUMJteSqXZjRRz,deployer,1.000,2,1,1,1,1.0000,5.5,0,1,0.000,Deployer (1 tokens),Created 1 token(s)
6JgRv9dhHwCepd5mBrytgB5StBJaLNanM7psJrGVqfVA,sybil,0.500,5,4,1,1,0.4861,7342.9,8333333,11,0.000,Sybil cluster (11 wallets) | 0.4861 SOL avg,Funding cluster: 9 wallets
yZwodMFYRxokX13j8ZrUCdTE7miHFeP8WdurnuACee8,sybil,0.500,3,2,1,1,0.0622,577.9,133452,13,0.000,Sybil cluster (13 wallets) | 0.0622 SOL avg,Funding cluster: 13 wallets
2SXeX2JvqPsmYn57yy27aGL7sGizjzTXEdMgyc9ZqHeE,sybil,0.500,6,3,3,2,0.8281,84.7,6866666,10,0.000,Sybil cluster (10 wallets) | 0.8281 SOL avg,Funding cluster: 10 wallets
FjkwfPK91zbRKNZVRBEhz99EdjF46ytW8E95djHdG4RX,sybil,0.500,6,3,3,2,0.8016,84.6,8233333,23,0.000,Sybil cluster (23 wallets) | 0.8016 SOL avg,Funding cluster: 23 wallets
2cLnyJchqBqLER6Zs2WVkukM2TmPec68H8tau5CdEnGj,sybil,0.500,10,4,6,4,0.0444,8.0,822763,10,0.000,Sybil cluster (10 wallets) | 0.0444 SOL avg,Funding cluster: 10 wallets
6zS2fq3eYhbeETyeGzUV9CXSPCzKseQEL3ELuESktMts,sybil,0.512,18,9,9,4,0.3368,127.0,4000000,12,0.000,Sybil cluster (12 wallets) | 0.3368 SOL avg,Funding cluster: 12 wallets; Concentrated volume: 83.9% in smallest 8 buys
D9gQ6RhKEpnobPBUdWY5bPQt2p3zGk3iVz6ChpUi2ArA,deployer,1.000,3,1,2,1,3.0000,12.0,477777,1,0.000,Deployer (1 tokens),Created 1 token(s)
5CkKmYe33eMPnY6qF7cPQhGYk7hEus2JkgXwGQKMo4Wf,sybil,0.500,6,2,4,2,1.0213,12.5,345812,21,0.000,Sybil cluster (21 wallets) | 1.0213 SOL avg,Funding cluster: 21 wallets
Cg8hQJdS817Q4ZL3pBvCpCVQjHTGHDYqmmwahRjNDRRp,sybil,0.504,54,27,27,27,0.2923,46.8,802169,21,0.000,Sybil cluster (21 wallets) | 0.2923 SOL avg,Funding cluster: 21 wallets
Ch7CoWAqUyVZ2LsWT32iWYV2Zyt1ATj7vLRwtD6sNKz7,sybil,0.500,17,7,10,5,0.6635,30.6,6666666,19,0.000,Sybil cluster (19 wallets) | 0.6635 SOL avg,Funding cluster: 19 wallets
GnTNTV6VZzHTTERBRJc9bRYCfDo7LC4FmgyK97dsPBXH,metric_bot,0.558,8,4,4,4,0.0489,11.9,6666666,1,0.500,Metric bot (50% burst-triggered) | 12s hold,
FYigaqxRf5qBjPDXY4D2QPF2HTwQLXKUHDLRDkpf2UWN,sybil,0.500,4,2,2,2,0.0978,47.0,66666,19,0.000,Sybil cluster (19 wallets) | 0.0978 SOL avg,Funding cluster: 19 wallets
9DBQqqut6KKGtcphgB9KWMufFSUHrq6NiRKnaWnX379C,sybil,0.512,16,12,4,2,0.0945,356.6,2380952,21,0.000,Sybil cluster (21 wallets) | 0.0945 SOL avg,Funding cluster: 21 wallets; Concentrated volume: 50.8% in smallest 8 buys
A2fdYdS2o61YvtR2ofs728FmGs5xiZ43R3NadFLKmpXA,sybil,0.534,61,29,32,7,0.0031,264.4,177499,10,0.000,Sybil cluster (10 wallets) | 0.0031 SOL avg,Funding cluster: 10 wallets; Micro-buys: 0.0026 SOL median
6Z3sZSCCDFRC6UhVa4zXzLTtoY1rY9WjjGhf2YdayciR,sybil,0.523,6,4,2,2,0.0082,773.3,231733,10,0.000,Sybil cluster (10 wallets) | 0.0082 SOL avg,Funding cluster: 10 wallets; Micro-buys: 0.0080 SOL median
9W7VMPJHe41ZZQEY2JppnH7FZkn7JvKEUbjG9LYcziUi,sybil,0.501,3,2,1,1,0.0196,51.3,0,10,0.000,Sybil cluster (10 wallets) | 0.0196 SOL avg,Funding cluster: 10 wallets; Micro-buys: 0.0196 SOL median
HAM6WuD9MFnuRRBM1oBPt345MUedDDPSAV4kyCDbjerB,deployer,1.000,2,1,1,1,1.0000,4.1,0,1,0.000,Deployer (1 tokens),Created 1 token(s)
2DEzCZt7P5Vy4VS8kosGjhaocVYxHjGTs3cRoXichabM,deployer,1.000,2,1,1,1,0.7901,245.7,6944444,1,0.000,Deployer (1 tokens),Created 1 token(s)
7gCPU6uaiAFodsJc8CuZpetf3Yk5wf4waaAYEKQwt2bs,deployer,1.000,2,1,1,1,0.8500,6.2,55000,1,0.000,Deployer (1 tokens),Created 1 token(s)
FA6LR1L3M6sCeHzmhxPxNsixGnC62e4xnyPTfMiM2jQ2,deployer,1.000,2,1,1,1,1.3804,180.6,4490598,1,0.000,Deployer (1 tokens),Created 1 token(s)
B3RQfrn8iN6rYQfG9CoEspEhZHvzxxVbx3ah1AopexwW,sybil,0.500,4,2,2,2,0.1481,27.8,802169,20,0.000,Sybil cluster (20 wallets) | 0.1481 SOL avg,Funding cluster: 20 wallets
FACyjX75rNodCyjFzbHRxvvFQrmtyTsjuaH96q3vwpRq,deployer,1.000,8,4,4,4,0.1351,1300.9,6299304,1,0.000,Deployer (4 tokens),Created 1 token(s)
GiZBjittr5ugxFE9b7psismTtGEYgjHqHwuGiMX58n5n,metric_bot,0.524,17,7,10,6,0.0475,36.4,2235293,1,1.000,Metric bot (100% burst-triggered) | 36s hold,Burst-triggered: 7/7 buys after bursts
EfJgu1ZNrQBkRtdHh53J3trQpkFEeWyYnpsCeScRao7q,sybil,0.506,39,19,20,6,0.1574,44.1,804809,21,0.000,Sybil cluster (21 wallets) | 0.1574 SOL avg,Funding cluster: 21 wallets
